customerID,tenure,Contract,MonthlyCharges,TotalCharges,Final_Churn_Probability,Final_Risk_Level,Expected_Remaining_Months,Estimated_LTV,LTV_Value_Segment,Customer_Segment
2252-JHJGE,61,One year,104.0,6363.45,21.42,Low,18.859199999999998,1961.36,High Value,High Value - Low/Medium Risk
7356-AYNJP,4,One year,23.9,97.5,16.23,Low,20.1048,480.5,Low Value,Low/Medium Value - Low/Medium Risk
2019-HDCZY,63,Two year,102.6,6296.75,14.76,Low,20.4576,2098.95,High Value,High Value - Low/Medium Risk
8582-KRHPJ,50,Month-to-month,35.0,1782.4,12.26,Low,21.0576,737.02,Medium Value,Low/Medium Value - Low/Medium Risk
2867-UIMSS,1,Month-to-month,80.5,80.5,70.04,High,7.1903999999999995,578.83,Low Value,Low/Medium Value - High Risk
3487-EARAT,70,One year,74.1,5222.3,1.0,Low,23.759999999999998,1760.62,High Value,High Value - Low/Medium Risk
9926-PJHDQ,72,Two year,76.8,5468.45,2.76,Low,23.337600000000002,1792.33,High Value,High Value - Low/Medium Risk
0289-IVARM,35,Month-to-month,60.55,1982.6,8.68,Low,21.916800000000002,1327.06,High Value,High Value - Low/Medium Risk
4672-FOTSD,12,Month-to-month,67.25,832.3,28.05,Low,17.268,1161.27,Medium Value,Low/Medium Value - Low/Medium Risk
6198-PNNSZ,56,One year,109.8,6109.65,16.36,Low,20.0736,2204.08,High Value,High Value - Low/Medium Risk
7603-USHJS,12,Month-to-month,73.75,871.4,58.05,Medium,10.068,742.52,Medium Value,Low/Medium Value - Low/Medium Risk
6784-XYJAE,36,One year,55.8,1941.5,9.74,Low,21.662399999999998,1208.76,Medium Value,Low/Medium Value - Low/Medium Risk
3858-XHYJO,40,One year,105.75,4228.55,19.24,Low,19.3824,2049.69,High Value,High Value - Low/Medium Risk
1087-UDSIH,3,Month-to-month,19.6,59.75,24.29,Low,18.1704,356.14,Low Value,Low/Medium Value - Low/Medium Risk
7251-LJBQN,40,One year,103.75,4188.4,29.48,Low,16.9248,1755.95,High Value,High Value - Low/Medium Risk
3200-MNQTF,67,Two year,70.9,4677.1,0.71,Low,23.8296,1689.52,High Value,High Value - Low/Medium Risk
9359-UGBTK,67,One year,72.35,4991.5,2.21,Low,23.4696,1698.03,High Value,High Value - Low/Medium Risk
8160-HOWOX,7,Month-to-month,66.85,458.1,58.01,Medium,10.0776,673.69,Medium Value,Low/Medium Value - Low/Medium Risk
0258-NOKBL,3,Month-to-month,90.4,268.45,63.86,High,8.6736,784.09,Medium Value,Low/Medium Value - High Risk
2800-QQUSO,42,Month-to-month,100.3,4222.95,50.55,Medium,11.868000000000002,1190.36,Medium Value,Low/Medium Value - Low/Medium Risk
2129-ALKBS,40,Month-to-month,26.2,1077.5,8.4,Low,21.984,575.98,Low Value,Low/Medium Value - Low/Medium Risk
9972-VAFJJ,53,One year,94.0,4871.45,19.07,Low,19.4232,1825.78,High Value,High Value - Low/Medium Risk
4693-VWVBO,3,Month-to-month,19.55,61.05,23.16,Low,18.4416,360.53,Low Value,Low/Medium Value - Low/Medium Risk
6969-MVBAI,9,Month-to-month,90.1,816.8,79.55,High,4.908,442.21,Low Value,Low/Medium Value - High Risk
4821-WQOYN,72,Two year,20.1,1326.25,0.45,Low,23.892000000000003,480.23,Low Value,Low/Medium Value - Low/Medium Risk
6769-DYBQN,46,Month-to-month,85.0,3969.4,21.85,Low,18.756,1594.26,High Value,High Value - Low/Medium Risk
4018-PPNDW,61,Two year,24.1,1551.6,1.12,Low,23.7312,571.92,Low Value,Low/Medium Value - Low/Medium Risk
6288-CHQJB,54,Two year,69.95,3871.85,1.12,Low,23.7312,1660.0,High Value,High Value - Low/Medium Risk
4905-JEFDW,11,One year,41.6,470.6,44.23,Medium,13.384800000000002,556.81,Low Value,Low/Medium Value - Low/Medium Risk
0559-CKHUS,29,Two year,19.55,521.8,2.17,Low,23.4792,459.02,Low Value,Low/Medium Value - Low/Medium Risk
2659-VXMWZ,67,One year,111.3,7482.1,17.89,Low,19.7064,2193.32,High Value,High Value - Low/Medium Risk
6559-RAKOZ,49,One year,97.95,4917.9,30.29,Medium,16.730400000000003,1638.74,High Value,High Value - Low/Medium Risk
8809-XKHMD,72,Two year,100.55,7325.1,3.95,Low,23.052,2317.88,High Value,High Value - Low/Medium Risk
6365-HITVU,71,Two year,87.25,6328.7,0.58,Low,23.860799999999998,2081.85,High Value,High Value - Low/Medium Risk
0134-XWXCE,44,One year,74.85,3268.05,4.89,Low,22.8264,1708.56,High Value,High Value - Low/Medium Risk
9720-JJJOR,41,One year,60.3,2511.3,3.03,Low,23.2728,1403.35,High Value,High Value - Low/Medium Risk
2782-LFZVW,11,Month-to-month,58.95,601.6,50.03,Medium,11.9928,706.98,Medium Value,Low/Medium Value - Low/Medium Risk
6112-KTHFQ,13,Month-to-month,19.3,279.3,12.9,Low,20.904,403.45,Low Value,Low/Medium Value - Low/Medium Risk
9220-ZNKJI,55,Two year,88.8,4805.3,5.46,Low,22.6896,2014.84,High Value,High Value - Low/Medium Risk
9820-RMCQV,11,Month-to-month,48.55,501.0,19.65,Low,19.284,936.24,Medium Value,Low/Medium Value - Low/Medium Risk
9013-AQORL,48,Month-to-month,45.55,2108.35,9.22,Low,21.7872,992.41,Medium Value,Low/Medium Value - Low/Medium Risk
2040-OBMLJ,31,One year,81.7,2548.65,13.62,Low,20.7312,1693.74,High Value,High Value - Low/Medium Risk
5574-NXZIU,63,Two year,109.2,7049.75,3.42,Low,23.1792,2531.17,High Value,High Value - Low/Medium Risk
5446-DKWYW,61,One year,65.2,3965.05,11.31,Low,21.285600000000002,1387.82,High Value,High Value - Low/Medium Risk
0480-KYJVA,72,Two year,24.25,1784.5,0.45,Low,23.892000000000003,579.38,Low Value,Low/Medium Value - Low/Medium Risk
1074-AMIOH,53,Month-to-month,108.25,5935.1,27.97,Low,17.2872,1871.34,High Value,High Value - Low/Medium Risk
0015-UOCOJ,7,Month-to-month,48.2,340.35,42.0,Medium,13.920000000000002,670.94,Medium Value,Low/Medium Value - Low/Medium Risk
0256-LTHVJ,28,Month-to-month,81.05,2227.1,46.1,Medium,12.935999999999998,1048.46,Medium Value,Low/Medium Value - Low/Medium Risk
4547-LYTDD,16,Month-to-month,72.65,1194.3,50.98,Medium,11.764800000000001,854.71,Medium Value,Low/Medium Value - Low/Medium Risk
1077-HUUJM,7,Month-to-month,71.05,472.65,62.64,High,8.9664,637.06,Medium Value,Low/Medium Value - High Risk
2041-JIJCI,5,Month-to-month,64.0,370.25,59.47,Medium,9.7272,622.54,Medium Value,Low/Medium Value - Low/Medium Risk
1555-HAPSU,71,Two year,23.9,1663.5,0.47,Low,23.8872,570.9,Low Value,Low/Medium Value - Low/Medium Risk
4323-SADQS,7,Month-to-month,34.5,279.25,34.58,Medium,15.700800000000001,541.68,Low Value,Low/Medium Value - Low/Medium Risk
3292-PBZEJ,11,Month-to-month,111.4,1183.05,77.81,High,5.3256,593.27,Medium Value,Low/Medium Value - High Risk
6203-HBZPA,52,Two year,63.9,3334.95,2.68,Low,23.3568,1492.5,High Value,High Value - Low/Medium Risk
9755-JHNMN,49,Two year,67.4,3306.85,1.02,Low,23.755200000000002,1601.1,High Value,High Value - Low/Medium Risk
7369-TRPFD,19,One year,18.8,279.2,3.69,Low,23.1144,434.55,Low Value,Low/Medium Value - Low/Medium Risk
9878-TNQGW,2,Month-to-month,80.95,171.15,76.42,High,5.6592,458.11,Low Value,Low/Medium Value - High Risk
2279-AXJJK,52,Month-to-month,95.65,5088.4,29.95,Low,16.812,1608.07,High Value,High Value - Low/Medium Risk
5016-IBERQ,23,Month-to-month,84.25,1968.1,39.95,Medium,14.412,1214.21,Medium Value,Low/Medium Value - Low/Medium Risk
1016-DJTSV,8,Month-to-month,69.7,572.85,71.62,High,6.811199999999999,474.74,Low Value,Low/Medium Value - High Risk
8433-WPJTV,65,One year,103.9,6767.1,19.42,Low,19.339199999999998,2009.34,High Value,High Value - Low/Medium Risk
8903-XEBGX,2,Month-to-month,55.3,108.65,53.4,Medium,11.184,618.48,Medium Value,Low/Medium Value - Low/Medium Risk
2632-TACXW,62,Two year,23.65,1416.75,0.87,Low,23.7912,562.66,Low Value,Low/Medium Value - Low/Medium Risk
7952-OBOYL,3,Month-to-month,89.85,244.45,61.39,High,9.2664,832.59,Medium Value,Low/Medium Value - High Risk
1470-PSXNM,49,One year,93.65,4520.15,28.03,Low,17.2728,1617.6,High Value,High Value - Low/Medium Risk
6227-HWPWX,15,Month-to-month,69.0,994.8,30.71,Medium,16.629600000000003,1147.44,Medium Value,Low/Medium Value - Low/Medium Risk
5924-SNGKP,41,One year,20.25,865.0,1.96,Low,23.529600000000002,476.47,Low Value,Low/Medium Value - Low/Medium Risk
8818-DOPVL,46,Month-to-month,104.45,4863.85,54.69,Medium,10.874400000000001,1135.83,Medium Value,Low/Medium Value - Low/Medium Risk
4521-WFJAI,56,Two year,25.95,1444.05,1.54,Low,23.6304,613.21,Medium Value,Low/Medium Value - Low/Medium Risk
4724-WXVWF,48,Month-to-month,95.4,4445.3,23.98,Low,18.244799999999998,1740.55,High Value,High Value - Low/Medium Risk
3717-OEAUQ,2,Month-to-month,70.7,129.2,56.63,Medium,10.4088,735.9,Medium Value,Low/Medium Value - Low/Medium Risk
8165-ZJRNM,72,Two year,23.75,1679.25,0.46,Low,23.889599999999998,567.38,Low Value,Low/Medium Value - Low/Medium Risk
7838-LAZFO,45,One year,78.8,3597.5,3.54,Low,23.1504,1824.25,High Value,High Value - Low/Medium Risk
0513-RBGPE,37,Two year,62.8,2278.75,2.05,Low,23.508000000000003,1476.3,High Value,High Value - Low/Medium Risk
7251-XFOIL,61,Month-to-month,89.2,5500.6,26.11,Low,17.7336,1581.84,High Value,High Value - Low/Medium Risk
2525-GVKQU,60,Two year,20.6,1093.0,0.66,Low,23.8416,491.14,Low Value,Low/Medium Value - Low/Medium Risk
7579-OOPEC,2,Month-to-month,50.15,115.1,34.51,Medium,15.717600000000001,788.24,Medium Value,Low/Medium Value - Low/Medium Risk
3795-GWTRD,63,Two year,75.55,4707.85,0.62,Low,23.8512,1801.96,High Value,High Value - Low/Medium Risk
4750-ZRXIU,4,Month-to-month,84.6,360.1,83.03,High,4.072799999999999,344.56,Low Value,Low/Medium Value - High Risk
5445-PZWGX,62,One year,102.0,6529.25,10.6,Low,21.456,2188.51,High Value,High Value - Low/Medium Risk
0516-UXRMT,62,One year,92.05,5755.8,11.95,Low,21.132,1945.2,High Value,High Value - Low/Medium Risk
0727-BNRLG,69,Two year,97.65,6743.55,4.8,Low,22.848,2231.11,High Value,High Value - Low/Medium Risk
3932-CMDTD,4,One year,105.65,443.9,57.43,Medium,10.2168,1079.4,Medium Value,Low/Medium Value - Low/Medium Risk
1264-FUHCX,49,One year,56.3,2780.6,12.25,Low,21.06,1185.68,Medium Value,Low/Medium Value - Low/Medium Risk
6194-HBGQN,51,One year,81.15,4126.2,4.91,Low,22.8216,1851.97,High Value,High Value - Low/Medium Risk
4524-QCSSM,26,Month-to-month,44.65,1156.55,24.66,Low,18.081599999999998,807.34,Medium Value,Low/Medium Value - Low/Medium Risk
4570-QHXHL,9,Month-to-month,43.75,405.7,46.01,Medium,12.957600000000001,566.9,Low Value,Low/Medium Value - Low/Medium Risk
2972-YDYUW,57,One year,94.7,5468.95,14.0,Low,20.64,1954.61,High Value,High Value - Low/Medium Risk
2061-VVFST,37,Month-to-month,19.5,805.2,4.33,Low,22.9608,447.74,Low Value,Low/Medium Value - Low/Medium Risk
6874-SGLHU,30,One year,97.0,3021.3,25.29,Low,17.9304,1739.25,High Value,High Value - Low/Medium Risk
9844-FELAJ,70,One year,107.9,7475.85,19.79,Low,19.2504,2077.12,High Value,High Value - Low/Medium Risk
1902-XBTFB,22,Month-to-month,89.4,2001.5,41.67,Medium,13.999199999999998,1251.53,Medium Value,Low/Medium Value - Low/Medium Risk
9039-RBEEE,39,Month-to-month,48.95,1880.85,11.78,Low,21.1728,1036.41,Medium Value,Low/Medium Value - Low/Medium Risk
9369-XFEHK,33,Month-to-month,80.6,2656.5,39.58,Medium,14.500800000000002,1168.76,Medium Value,Low/Medium Value - Low/Medium Risk
3680-CTHUH,60,One year,116.6,7049.5,14.03,Low,20.6328,2405.78,High Value,High Value - Low/Medium Risk
3679-XASPY,1,Month-to-month,19.45,19.45,21.69,Low,18.7944,365.55,Low Value,Low/Medium Value - Low/Medium Risk
9089-UOWJG,12,Month-to-month,58.35,740.55,34.99,Medium,15.602399999999998,910.4,Medium Value,Low/Medium Value - Low/Medium Risk
1574-DYCWE,51,Two year,19.95,1028.75,0.83,Low,23.800800000000002,474.83,Low Value,Low/Medium Value - Low/Medium Risk
9779-DPNEJ,22,Month-to-month,80.15,1790.65,46.51,Medium,12.837600000000002,1028.93,Medium Value,Low/Medium Value - Low/Medium Risk
2967-MXRAV,1,One year,18.8,18.8,9.08,Low,21.8208,410.23,Low Value,Low/Medium Value - Low/Medium Risk
0327-WFZSY,39,One year,100.0,3835.55,25.01,Low,17.9976,1799.76,High Value,High Value - Low/Medium Risk
1731-TVIUK,4,Month-to-month,93.5,362.2,71.47,High,6.8472,640.21,Medium Value,Low/Medium Value - High Risk
7666-WKRON,39,Two year,80.45,3201.55,7.65,Low,22.164,1783.09,High Value,High Value - Low/Medium Risk
3865-ZYKAD,69,Month-to-month,84.9,5785.65,15.8,Low,20.208,1715.66,High Value,High Value - Low/Medium Risk
1465-LNTLJ,8,Month-to-month,64.4,581.7,38.93,Medium,14.6568,943.9,Medium Value,Low/Medium Value - Low/Medium Risk
2696-RZVZW,68,Two year,25.05,1629.2,0.66,Low,23.8416,597.23,Medium Value,Low/Medium Value - Low/Medium Risk
0685-MLYYM,2,Month-to-month,70.75,154.85,67.14,High,7.8864,557.96,Low Value,Low/Medium Value - High Risk
2778-OCLGR,24,Month-to-month,39.1,971.3,21.87,Low,18.7512,733.17,Medium Value,Low/Medium Value - Low/Medium Risk
3982-XWFZQ,42,Month-to-month,50.25,2203.65,21.58,Low,18.8208,945.75,Medium Value,Low/Medium Value - Low/Medium Risk
4759-PXTAN,59,One year,80.1,4693.2,9.99,Low,21.6024,1730.35,High Value,High Value - Low/Medium Risk
1448-PWKYE,1,Month-to-month,80.0,80.0,66.52,High,8.0352,642.82,Medium Value,Low/Medium Value - High Risk
8741-LQOBK,46,Month-to-month,35.05,1620.25,5.88,Low,22.5888,791.74,Medium Value,Low/Medium Value - Low/Medium Risk
8650-RHRKE,4,Month-to-month,29.65,118.5,59.86,Medium,9.6336,285.64,Low Value,Low/Medium Value - Low/Medium Risk
7266-GSSJX,11,Month-to-month,20.45,250.8,20.74,Low,19.022399999999998,389.01,Low Value,Low/Medium Value - Low/Medium Risk
1265-HVPZB,59,One year,66.4,3958.2,2.93,Low,23.2968,1546.91,High Value,High Value - Low/Medium Risk
9640-ZSLDC,53,One year,60.6,3297.0,4.79,Low,22.8504,1384.73,High Value,High Value - Low/Medium Risk
0988-JRWWP,3,Month-to-month,54.2,140.4,57.64,Medium,10.1664,551.02,Low Value,Low/Medium Value - Low/Medium Risk
1926-QUZNN,72,Two year,25.25,1841.2,0.81,Low,23.8056,601.09,Medium Value,Low/Medium Value - Low/Medium Risk
9025-ZRPVR,9,Month-to-month,18.95,185.6,20.35,Low,19.116,362.25,Low Value,Low/Medium Value - Low/Medium Risk
6527-PZFPV,24,One year,20.8,469.65,3.29,Low,23.2104,482.78,Low Value,Low/Medium Value - Low/Medium Risk
7460-ITWWP,45,Month-to-month,86.1,3861.45,38.28,Medium,14.8128,1275.38,Medium Value,Low/Medium Value - Low/Medium Risk
1530-ZTDOZ,49,Month-to-month,40.65,2070.75,15.27,Low,20.3352,826.63,Medium Value,Low/Medium Value - Low/Medium Risk
4785-FCIFB,61,Two year,24.4,1417.9,0.94,Low,23.7744,580.1,Low Value,Low/Medium Value - Low/Medium Risk
9717-QEBGU,2,Month-to-month,70.3,144.0,72.33,High,6.640800000000001,466.85,Low Value,Low/Medium Value - High Risk
0876-WDUUZ,5,Month-to-month,85.4,425.9,57.69,Medium,10.1544,867.19,Medium Value,Low/Medium Value - Low/Medium Risk
7881-EVUAD,2,Month-to-month,42.6,72.4,59.32,Medium,9.763200000000001,415.91,Low Value,Low/Medium Value - Low/Medium Risk
4002-BQWPQ,25,Month-to-month,81.75,2028.8,10.68,Low,21.436799999999998,1752.46,High Value,High Value - Low/Medium Risk
6377-WHAOX,60,Month-to-month,106.15,6411.25,51.76,Medium,11.5776,1228.96,Medium Value,Low/Medium Value - Low/Medium Risk
5027-YOCXN,51,One year,110.05,5686.4,12.09,Low,21.098399999999998,2321.88,High Value,High Value - Low/Medium Risk
8450-JOVAH,2,Month-to-month,56.7,113.55,29.94,Low,16.8144,953.38,Medium Value,Low/Medium Value - Low/Medium Risk
6646-QVXLR,62,One year,103.75,6383.35,36.81,Medium,15.165599999999998,1573.43,High Value,High Value - Low/Medium Risk
0254-KCJGT,52,One year,81.4,4354.45,4.92,Low,22.8192,1857.48,High Value,High Value - Low/Medium Risk
3442-ZHHCC,68,One year,76.9,5023.0,3.49,Low,23.162399999999998,1781.19,High Value,High Value - Low/Medium Risk
9167-APMXZ,22,Month-to-month,84.15,1821.95,50.45,Medium,11.892,1000.71,Medium Value,Low/Medium Value - Low/Medium Risk
0616-ATFGB,1,Month-to-month,25.05,25.05,58.92,Medium,9.859199999999998,246.97,Low Value,Low/Medium Value - Low/Medium Risk
7273-TEFQD,3,Month-to-month,41.15,132.2,73.18,High,6.436799999999997,264.87,Low Value,Low/Medium Value - High Risk
8245-UMPYT,16,Month-to-month,96.4,1581.2,72.49,High,6.6024,636.47,Medium Value,Low/Medium Value - High Risk
6022-UGGSO,32,Month-to-month,74.4,2276.95,40.67,Medium,14.239199999999999,1059.4,Medium Value,Low/Medium Value - Low/Medium Risk
6292-TOSSS,50,Two year,24.9,1195.25,1.39,Low,23.6664,589.29,Low Value,Low/Medium Value - Low/Medium Risk
5207-PLSTK,1,Month-to-month,48.75,48.75,33.09,Medium,16.0584,782.85,Medium Value,Low/Medium Value - Low/Medium Risk
3908-BLSYF,6,Month-to-month,83.9,497.55,65.5,High,8.28,694.69,Medium Value,Low/Medium Value - High Risk
4317-VTEOA,1,Month-to-month,50.75,50.75,49.3,Medium,12.168,617.53,Medium Value,Low/Medium Value - Low/Medium Risk
0625-AFOHS,29,Two year,20.2,558.8,1.21,Low,23.709600000000002,478.93,Low Value,Low/Medium Value - Low/Medium Risk
4667-OHGKG,1,Month-to-month,19.3,19.3,26.36,Low,17.6736,341.1,Low Value,Low/Medium Value - Low/Medium Risk
2386-OWURY,58,Month-to-month,95.3,5817.7,34.1,Medium,15.816,1507.26,High Value,High Value - Low/Medium Risk
3780-DDGSE,35,Month-to-month,76.05,2747.2,18.92,Low,19.4592,1479.87,High Value,High Value - Low/Medium Risk
1047-RNXZV,43,Two year,19.55,876.15,0.81,Low,23.8056,465.4,Low Value,Low/Medium Value - Low/Medium Risk
3926-YZVVX,41,One year,50.05,2029.05,3.07,Low,23.2632,1164.32,Medium Value,Low/Medium Value - Low/Medium Risk
4742-TXUEX,47,Two year,19.3,890.5,0.54,Low,23.8704,460.7,Low Value,Low/Medium Value - Low/Medium Risk
8709-KRDVL,33,Month-to-month,100.0,3320.6,56.27,Medium,10.4952,1049.52,Medium Value,Low/Medium Value - Low/Medium Risk
0397-ZXWQF,67,Two year,20.5,1430.95,0.48,Low,23.8848,489.64,Low Value,Low/Medium Value - Low/Medium Risk
3910-MRQOY,72,Two year,19.4,1496.45,0.4,Low,23.904,463.74,Low Value,Low/Medium Value - Low/Medium Risk
2511-MORQY,50,One year,54.9,2614.1,6.04,Low,22.5504,1238.02,Medium Value,Low/Medium Value - Low/Medium Risk
4039-PIMHX,49,Two year,49.8,2398.4,2.89,Low,23.3064,1160.66,Medium Value,Low/Medium Value - Low/Medium Risk
8083-YTZES,4,Month-to-month,74.35,265.35,77.29,High,5.450399999999999,405.24,Low Value,Low/Medium Value - High Risk
1346-PJWTK,61,Month-to-month,94.15,5731.85,12.92,Low,20.8992,1967.66,High Value,High Value - Low/Medium Risk
3750-YHRYO,7,One year,20.65,150.0,6.93,Low,22.3368,461.25,Low Value,Low/Medium Value - Low/Medium Risk
1236-WFCDV,14,Month-to-month,90.45,1266.1,49.78,Medium,12.0528,1090.18,Medium Value,Low/Medium Value - Low/Medium Risk
5949-HGVJL,26,Month-to-month,73.05,1959.5,26.79,Low,17.5704,1283.52,High Value,High Value - Low/Medium Risk
9112-WSNPU,35,Month-to-month,70.55,2419.0,32.75,Medium,16.14,1138.68,Medium Value,Low/Medium Value - Low/Medium Risk
1360-JYXKQ,54,One year,99.1,5437.1,25.85,Low,17.796,1763.58,High Value,High Value - Low/Medium Risk
3585-ISXZP,8,Month-to-month,95.65,778.1,67.91,High,7.701600000000002,736.66,Medium Value,Low/Medium Value - High Risk
8380-PEFPE,1,Month-to-month,71.65,71.65,68.24,High,7.6224000000000025,546.14,Low Value,Low/Medium Value - High Risk
9402-ROUMJ,67,One year,100.25,6689.0,8.83,Low,21.8808,2193.55,High Value,High Value - Low/Medium Risk
4335-UPJSI,24,Two year,19.75,498.1,1.15,Low,23.724,468.55,Low Value,Low/Medium Value - Low/Medium Risk
6096-EGVTU,64,One year,24.9,1595.5,1.4,Low,23.664,589.23,Low Value,Low/Medium Value - Low/Medium Risk
8988-ECPJR,34,Month-to-month,79.6,2718.3,35.41,Medium,15.5016,1233.93,Medium Value,Low/Medium Value - Low/Medium Risk
7677-SJJJK,8,One year,19.9,153.95,6.3,Low,22.488,447.51,Low Value,Low/Medium Value - Low/Medium Risk
5850-BDWCY,6,Month-to-month,20.2,123.65,16.09,Low,20.138399999999997,406.8,Low Value,Low/Medium Value - Low/Medium Risk
2025-JKFWI,13,Month-to-month,99.0,1301.7,58.11,Medium,10.053600000000001,995.31,Medium Value,Low/Medium Value - Low/Medium Risk
8028-PNXHQ,62,Two year,24.25,1424.6,1.03,Low,23.7528,576.01,Low Value,Low/Medium Value - Low/Medium Risk
8397-MVTAZ,34,Month-to-month,100.05,3480.0,66.99,High,7.922400000000001,792.64,Medium Value,Low/Medium Value - High Risk
4445-ZJNMU,9,Month-to-month,99.3,918.75,71.76,High,6.7776,673.02,Medium Value,Low/Medium Value - High Risk
3125-RAHBV,22,One year,20.3,467.15,2.97,Low,23.287200000000002,472.73,Low Value,Low/Medium Value - Low/Medium Risk
6682-QJDGB,40,Month-to-month,55.25,2139.2,6.52,Low,22.4352,1239.54,Medium Value,Low/Medium Value - Low/Medium Risk
8840-DQLGN,35,Month-to-month,100.5,3653.35,32.91,Medium,16.1016,1618.21,High Value,High Value - Low/Medium Risk
6258-NGCNG,7,Month-to-month,23.5,173.0,21.15,Low,18.924,444.71,Low Value,Low/Medium Value - Low/Medium Risk
5917-RYRMG,32,One year,19.8,587.7,2.89,Low,23.3064,461.47,Low Value,Low/Medium Value - Low/Medium Risk
7157-SMCFK,61,Two year,19.75,1124.2,0.53,Low,23.8728,471.49,Low Value,Low/Medium Value - Low/Medium Risk
0816-TSPHQ,2,Month-to-month,20.75,44.2,18.65,Low,19.524,405.12,Low Value,Low/Medium Value - Low/Medium Risk
6766-HFKLA,56,Two year,103.2,5744.35,10.64,Low,21.446399999999997,2213.27,High Value,High Value - Low/Medium Risk
7067-KSAZT,65,One year,106.25,6979.8,33.06,Medium,16.0656,1706.97,High Value,High Value - Low/Medium Risk
5155-AZQPB,28,Month-to-month,49.9,1410.25,16.74,Low,19.9824,997.12,Medium Value,Low/Medium Value - Low/Medium Risk
6890-PFRQX,18,Month-to-month,69.5,1199.4,19.34,Low,19.3584,1345.41,High Value,High Value - Low/Medium Risk
3508-VLHCZ,71,Two year,90.55,6239.05,1.19,Low,23.714399999999998,2147.34,High Value,High Value - Low/Medium Risk
3649-JPUGY,72,Two year,88.6,6201.95,1.98,Low,23.5248,2084.3,High Value,High Value - Low/Medium Risk
9248-OJYKK,1,Month-to-month,76.45,76.45,81.14,High,4.5264,346.04,Low Value,Low/Medium Value - High Risk
7239-HZZCX,1,Month-to-month,19.75,19.75,19.62,Low,19.2912,381.0,Low Value,Low/Medium Value - Low/Medium Risk
9860-LISIZ,34,Month-to-month,20.35,673.2,4.88,Low,22.8288,464.57,Low Value,Low/Medium Value - Low/Medium Risk
6979-ZNSFF,8,Month-to-month,87.05,762.1,77.42,High,5.4192,471.74,Low Value,Low/Medium Value - High Risk
8938-UMKPI,47,Month-to-month,106.4,5127.95,49.18,Medium,12.1968,1297.74,High Value,High Value - Low/Medium Risk
1820-DJFPH,72,Two year,24.05,1709.15,0.67,Low,23.839199999999998,573.33,Low Value,Low/Medium Value - Low/Medium Risk
0732-OCQOC,52,Two year,25.05,1270.25,1.53,Low,23.6328,592.0,Low Value,Low/Medium Value - Low/Medium Risk
6776-TLWOI,3,Month-to-month,19.85,64.55,18.27,Low,19.6152,389.36,Low Value,Low/Medium Value - Low/Medium Risk
4940-KHCWD,60,Two year,37.7,2288.7,1.25,Low,23.700000000000003,893.49,Medium Value,Low/Medium Value - Low/Medium Risk
9057-SIHCH,3,Month-to-month,96.6,291.9,84.05,High,3.8279999999999994,369.78,Low Value,Low/Medium Value - High Risk
9866-QEVEE,19,Month-to-month,86.0,1532.45,52.86,Medium,11.313600000000001,972.97,Medium Value,Low/Medium Value - Low/Medium Risk
5542-TBBWB,1,Month-to-month,69.9,69.9,74.06,High,6.225599999999999,435.17,Low Value,Low/Medium Value - High Risk
4587-VVTOX,6,Month-to-month,105.3,545.2,84.35,High,3.756000000000002,395.51,Low Value,Low/Medium Value - High Risk
6322-HRPFA,49,Month-to-month,59.6,2970.3,3.9,Low,23.064,1374.61,High Value,High Value - Low/Medium Risk
6284-AHOOQ,22,Month-to-month,90.5,1910.6,45.26,Medium,13.137599999999999,1188.95,Medium Value,Low/Medium Value - Low/Medium Risk
4530-NDRKU,42,One year,19.05,761.85,2.88,Low,23.308799999999998,444.03,Low Value,Low/Medium Value - Low/Medium Risk
1751-NCDLI,46,Month-to-month,98.85,4564.9,53.33,Medium,11.200800000000001,1107.2,Medium Value,Low/Medium Value - Low/Medium Risk
3893-JRNFS,68,Month-to-month,39.9,2796.35,14.72,Low,20.4672,816.64,Medium Value,Low/Medium Value - Low/Medium Risk
5857-XRECV,2,One year,20.5,38.25,7.68,Low,22.1568,454.21,Low Value,Low/Medium Value - Low/Medium Risk
3115-CZMZD,0,Two year,20.25,0.0,4.46,Low,22.9296,464.32,Low Value,Low/Medium Value - Low/Medium Risk
4489-SNOJF,35,Month-to-month,72.25,2568.55,10.97,Low,21.3672,1543.78,High Value,High Value - Low/Medium Risk
1051-GEJLJ,2,Month-to-month,19.5,27.55,18.74,Low,19.5024,380.3,Low Value,Low/Medium Value - Low/Medium Risk
3563-SVYLG,68,Two year,62.65,4375.8,0.44,Low,23.8944,1496.98,High Value,High Value - Low/Medium Risk
4301-VVZKA,16,Month-to-month,75.4,1189.4,60.2,High,9.552,720.22,Medium Value,Low/Medium Value - High Risk
9351-HXDMR,72,Two year,110.9,8240.85,5.81,Low,22.6056,2506.96,High Value,High Value - Low/Medium Risk
5161-XEUVX,37,Two year,94.3,3460.95,8.0,Low,22.080000000000002,2082.14,High Value,High Value - Low/Medium Risk
3088-FVYWK,53,Two year,25.55,1336.1,1.0,Low,23.759999999999998,607.07,Medium Value,Low/Medium Value - Low/Medium Risk
9812-GHVRI,40,Month-to-month,83.85,3532.25,30.84,Medium,16.598399999999998,1391.78,High Value,High Value - Low/Medium Risk
1370-GGAWX,46,One year,94.15,4408.45,22.54,Low,18.5904,1750.29,High Value,High Value - Low/Medium Risk
